id,forwardPivotInt,InnerForwardPivotInt
1331740231687692298,Learn how voting by mail is safe and secure,None
1325174319714983942,None,Official sources may not have called the race when this was Tweeted
1325259814918819840,None,This claim about election fraud is disputed
1325112495770624003,None,Official sources may not have called the race when this was Tweeted
1329504032939970562,None,This claim about election fraud is disputed
1331088176392310786,None,This claim about election fraud is disputed
1325209385442791427,None,This claim about election fraud is disputed
1328857149225771008,None,This claim about election fraud is disputed
1324008094645604353,None,Learn about US 2020 election security efforts
1324087743874539523,None,Some votes may still need to be counted
1333243285389914112,This claim about election fraud is disputed,None
1332407974887907329,None,This claim about election fraud is disputed
1331684437705302018,This claim about election fraud is disputed,None
1323883707661516800,None,Learn about US 2020 election security efforts
1324733465636601858,None,Learn about US 2020 election security efforts
1325118967149551617,None,Official sources may not have called the race when this was Tweeted
1332674907906461698,None,This claim about election fraud is disputed
1327280592011075586,None,This claim about election fraud is disputed
1324088232599080963,None,Official sources may not have called the race when this was Tweeted
1327969985914937346,None,This claim about election fraud is disputed
1328893940687319041,None,This claim about election fraud is disputed
1324088895181643777,None,Some votes may still need to be counted
1334325348868173826,None,This claim about election fraud is disputed
1324656169852399617,None,Manipulated media
1329582924728037376,None,Multiple sources called this election differently
1324696848007942146,None,Manipulated media
1324108513073913856,None,Official sources may not have called the race when this was Tweeted
1325106574801702914,None,Official sources may not have called the race when this was Tweeted
1325115625119813632,None,Official sources may not have called the race when this was Tweeted
1328335655764627456,None,Multiple sources called this election differently
1328201591233581057,None,Multiple sources called this election differently
1325195081545027584,None,This claim about election fraud is disputed
1324111639793291264,None,Official sources may not have called the race when this was Tweeted
